famID indID enrichment_value previously_genotyped_flag
1	101	0.185424	0
1	102	0.206907	0
1	104	0.402581	0
1	105	0.081101	1
1	107	-0.210057	0
1	110	0.349898	0
1	114	0.329716	0
1	116	0.191970	0
2	201	0.609449	0
2	203	0.192846	0
2	204	0.204242	0
2	207	-0.353096	1
2	209	0.180259	0
2	211	0.026103	1
2	212	-0.208957	1
2	213	-0.195813	0
2	215	0.418379	0
3	302	0.216268	0
3	304	-0.114112	1
3	305	0.346682	0
3	306	-0.219060	0
3	309	0.184800	0
3	314	0.220069	0
3	315	0.375221	0
3	316	0.346758	0
4	402	-0.377984	0
4	403	-0.227326	0
4	404	-0.206619	1
4	406	-0.306716	0
4	407	-0.193178	0
4	408	-0.449612	1
4	409	-0.232112	0
4	410	-0.249753	0
4	412	-0.382664	0
4	415	-0.550537	0
4	416	-0.445760	0
5	502	-0.269187	0
5	509	0.346821	1
5	510	0.197833	1
5	511	0.407926	1
5	513	-0.220103	0
6	601	0.316795	0
6	603	0.474956	0
6	604	0.499618	1
6	606	0.258762	0
6	609	0.401290	1
6	610	0.766680	0
6	611	0.227157	0
6	612	0.367298	0
6	613	0.304650	1
6	614	0.330082	1
6	615	0.637452	0
6	616	0.488917	0
7	701	0.475282	0
7	702	-0.056134	1
7	703	0.323318	0
7	704	0.311748	0
7	705	0.039685	1
7	708	0.580166	1
7	709	0.305876	0
7	711	0.332111	0
7	712	0.400788	0
7	713	0.238673	1
7	715	0.317662	0
7	716	0.279210	0
8	802	0.201858	0
8	803	0.270083	1
8	805	0.419765	1
8	809	0.394877	0
8	810	0.248739	0
8	811	0.375851	0
8	814	0.302394	0
8	815	0.030025	1
8	816	0.315871	0
9	901	-0.181763	0
9	903	-0.296803	0
9	905	-0.354804	0
9	906	0.348299	1
9	907	-0.173773	0
9	908	0.248493	0
9	912	0.361232	0
9	913	-0.430280	0
9	914	0.087176	1
9	916	-0.086747	1
10	1001	-0.321947	0
10	1002	-0.482001	0
10	1003	-0.896447	0
10	1004	-0.786570	0
10	1005	-0.217532	1
10	1007	-0.227608	0
10	1009	-0.374463	0
10	1010	-0.552863	1
10	1011	-0.737540	0
10	1012	-0.695531	0
11	1104	0.152107	1
11	1105	-0.190352	1
11	1106	0.445589	0
11	1108	-0.378327	0
11	1110	0.495345	0
11	1111	0.366389	0
11	1114	-0.033606	1
11	1116	-0.535393	0
12	1201	0.008196	1
12	1202	0.364679	0
12	1203	0.329266	1
12	1204	0.424947	0
12	1208	-0.130865	1
12	1209	0.249907	0
12	1210	0.342374	1
12	1212	0.457850	0
12	1215	0.010039	1
12	1216	-0.338238	0
13	1301	-0.053015	1
13	1306	-0.419450	0
13	1307	0.252511	1
13	1311	-0.335894	0
13	1312	0.256335	0
13	1313	0.482130	0
13	1315	-0.210193	1
13	1316	-0.079183	1
14	1403	0.406627	1
14	1404	0.311470	1
14	1406	0.003884	1
14	1410	0.181785	0
14	1412	-0.269076	0
14	1413	-0.371824	1
14	1414	0.193147	1
14	1415	0.270059	0
14	1416	0.083645	1
15	1502	0.251696	0
15	1508	-0.400811	0
15	1514	-0.260747	0
15	1515	-0.272891	0
15	1516	-0.299476	1
16	1602	-0.536791	0
16	1604	-0.231433	0
16	1605	-0.287972	0
16	1606	-0.397855	0
16	1607	0.842983	0
16	1608	-0.299968	0
16	1609	-0.274024	0
16	1610	-0.300399	0
16	1611	-0.363843	0
16	1612	0.329937	1
16	1613	0.433995	0
16	1615	-0.336698	0
16	1616	-0.274847	0
17	1701	-0.220489	0
17	1702	-0.210920	0
17	1704	-0.369652	0
17	1706	0.587485	0
17	1709	0.233713	1
17	1711	0.255762	0
17	1713	-0.310024	0
17	1715	-0.197778	0
17	1716	-0.251372	1
18	1804	-0.314816	1
18	1805	-0.172327	1
18	1806	0.150355	1
18	1807	0.390827	0
18	1810	-0.299395	0
18	1813	0.344341	0
18	1815	-0.224934	1
18	1816	-0.291133	0
19	1901	-0.496006	1
19	1903	-0.240118	1
19	1904	-0.294814	0
19	1906	-0.272749	0
19	1907	-0.286017	0
19	1909	-0.027252	1
19	1911	-0.244639	0
19	1913	-0.289294	1
19	1914	0.159898	1
19	1915	-0.206103	0
20	2004	-0.212588	0
20	2006	0.311132	0
20	2008	-0.409969	0
20	2010	0.188287	0
20	2011	0.227989	0
20	2012	-0.174159	0
20	2013	-0.313784	0
20	2014	-0.377260	0
20	2015	-0.424765	1
20	2016	-0.287158	0
21	2101	0.325281	0
21	2102	0.534791	0
21	2103	0.465245	1
21	2105	0.458847	0
21	2107	0.546865	0
21	2108	-0.058890	1
21	2109	0.533627	1
21	2111	0.238165	0
21	2112	0.475259	0
21	2113	0.556603	0
21	2115	0.219575	0
22	2202	0.452672	0
22	2203	0.213080	1
22	2204	0.349384	0
22	2207	-0.295398	0
22	2208	0.029916	1
22	2210	0.344724	0
22	2211	0.313243	1
22	2213	-0.006628	1
23	2302	0.523747	1
23	2304	0.480495	1
23	2305	0.436690	0
23	2308	-0.377899	1
23	2309	0.559202	0
23	2310	0.215588	0
23	2311	0.499156	0
23	2314	0.364937	1
23	2315	-0.192602	0
24	2401	-0.405152	0
24	2402	-0.737557	0
24	2403	-0.558707	0
24	2404	-0.669736	0
24	2405	-0.659671	1
24	2406	0.179225	1
24	2407	-0.109356	1
24	2408	-0.469528	1
24	2409	-0.343455	1
24	2412	-0.504297	0
24	2413	-0.459998	0
24	2414	-0.307252	0
24	2416	-1.039746	1
25	2501	0.438372	1
25	2503	0.227603	0
25	2505	0.007745	1
25	2508	-0.015422	1
25	2509	0.372139	0
25	2510	0.227038	0
25	2512	0.358085	0
25	2514	0.015466	1
25	2516	-0.220599	1
26	2602	-0.152598	1
26	2611	-0.315400	0
26	2612	-0.207404	0
26	2615	-0.235665	0
26	2616	-0.268437	0
27	2701	-0.165069	1
27	2703	-0.393256	0
27	2704	-0.142567	1
27	2706	-0.221654	0
27	2709	-0.305241	0
27	2710	-0.322268	0
27	2711	-0.474260	0
27	2715	0.493100	1
27	2716	0.212214	0
28	2801	0.129412	1
28	2804	0.287499	0
28	2806	0.243761	0
28	2809	0.039870	1
28	2810	0.210382	0
28	2812	0.220812	0
28	2813	0.169399	1
29	2903	-0.110610	1
29	2907	-0.657345	1
29	2908	-0.439026	1
29	2910	-0.464241	0
29	2913	-0.375698	0
29	2914	-0.406640	0
29	2916	-0.374531	0
30	3002	0.089978	1
30	3003	-0.321045	1
30	3004	0.185461	0
30	3005	0.190641	0
30	3007	-0.268706	0
30	3008	-0.255559	0
30	3009	-0.340275	0
30	3010	-0.318392	1
30	3011	-0.248229	0
30	3015	0.230829	0
30	3016	0.012762	1
31	3104	0.247819	0
31	3108	0.247228	1
31	3109	0.211601	1
31	3110	0.187733	0
31	3115	0.224881	0
31	3116	0.303596	0
32	3201	0.519998	0
32	3203	0.233137	0
32	3204	0.405136	1
32	3205	0.228786	0
32	3208	0.364260	0
32	3212	0.279843	0
32	3215	0.278251	0
32	3216	0.389030	0
33	3302	0.327579	0
33	3304	0.201021	1
33	3305	-0.218934	0
33	3308	0.417474	0
33	3311	0.023592	1
33	3312	0.286434	0
33	3313	0.185607	1
34	3401	-0.631980	0
34	3402	0.325473	1
34	3404	-0.285837	0
34	3405	-0.191870	0
34	3406	-0.768081	0
34	3407	-0.260592	1
34	3408	-0.062985	1
34	3409	-0.466685	0
34	3410	-0.347659	0
34	3411	-0.526891	0
34	3412	-0.290944	0
34	3413	-0.563455	0
34	3416	-0.256115	0
35	3502	-0.261889	0
35	3503	-0.233807	0
35	3508	0.205315	1
35	3509	-0.122376	1
35	3513	-0.429872	1
35	3514	0.203804	0
35	3516	0.274078	1
36	3601	-0.325152	1
36	3603	-0.056287	1
36	3607	0.241652	1
36	3610	0.309683	0
36	3613	-0.193056	0
36	3614	-0.317087	1
36	3615	-0.025586	1
37	3702	0.233238	0
37	3704	0.131782	1
37	3708	-0.267604	0
37	3711	0.358461	0
37	3713	0.106441	1
37	3714	0.216770	0
38	3801	-0.057515	1
38	3802	-0.275100	0
38	3803	-0.279224	1
38	3804	-0.412297	0
38	3805	-0.249947	1
38	3806	-0.320987	1
38	3807	0.671175	1
38	3808	-0.301922	0
38	3809	-0.198062	0
38	3811	-0.365811	0
38	3812	0.398944	0
38	3815	-0.319081	1
39	3902	-0.207741	0
39	3905	-0.212711	0
39	3907	0.908909	0
39	3908	-0.416191	0
39	3911	-0.211677	1
39	3912	0.581927	0
39	3913	0.705123	1
39	3914	-0.097508	1
39	3915	-0.260657	1
39	3916	-0.317747	0
40	4001	0.351014	0
40	4002	0.336214	0
40	4003	0.409680	0
40	4004	0.396539	0
40	4005	0.489069	1
40	4009	0.277346	0
40	4010	0.272288	0
40	4011	0.339927	1
40	4012	0.057571	1
40	4014	0.422147	0
40	4016	0.209542	0
41	4101	-0.198907	0
41	4102	-0.317438	1
41	4103	-0.381616	0
41	4104	-0.252122	0
41	4105	-0.222247	0
41	4106	0.582645	1
41	4107	0.558786	0
41	4112	0.296611	1
41	4113	-0.177846	1
41	4114	0.012661	1
41	4115	0.329007	0
42	4201	-0.619255	1
42	4202	-0.382976	0
42	4203	-0.441103	0
42	4204	-0.719907	0
42	4205	-0.890685	1
42	4206	-0.361219	0
42	4208	-0.256735	1
42	4210	-0.548509	0
42	4211	-0.423367	0
